Video,Keyword,Resource
,Multiplexador,http://pt.dbpedia.org/resource/Multiplexador
,Demultiplexador,http://pt.dbpedia.org/resource/Demultiplexador
,Capacitores,http://pt.dbpedia.org/resource/Capacitor
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,,
Video_085,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Dispositivos lógicos programáveis,http://pt.dbpedia.org/resource/Dispositivo_l%C3%B3gico_program%C3%A1vel
,Linguagem de descriçaÞo de hardware,http://pt.dbpedia.org/resource/Linguagem_de_descri%C3%A7%C3%A3o_de_hardware
,PROM,http://pt.dbpedia.org/resource/PROM
,,
Video_086,,
,Rede de computadores,http://pt.dbpedia.org/resource/Rede_de_computadores
,Nó,http://pt.dbpedia.org/resource/N%C3%B3_(redes_de_comunica%C3%A7%C3%A3o)
,Protocolo,http://pt.dbpedia.org/resource/Protocolo_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,LAN,http://pt.dbpedia.org/resource/Rede_de_%C3%A1rea_local
,Peer-to-peer,http://pt.dbpedia.org/resource/Peer-to-peer
,Internet,http://pt.dbpedia.org/resource/Internet
,Largura de banda,http://pt.dbpedia.org/resource/Largura_de_banda
,,
Video_087,,
,Rede de computadores,http://pt.dbpedia.org/resource/Rede_de_computadores
,Sinal analógico,http://pt.dbpedia.org/resource/Sinal_anal%C3%B3gico
,Sinal digital,http://pt.dbpedia.org/resource/Sinal_digital
,Nó,http://pt.dbpedia.org/resource/N%C3%B3_(redes_de_comunica%C3%A7%C3%A3o)
,Half Duplex,http://pt.dbpedia.org/resource/Duplex
,Full duplex,http://pt.dbpedia.org/resource/Duplex
,Pacote,http://pt.dbpedia.org/resource/Pacote
,UTP,http://pt.dbpedia.org/resource/Cabo_de_par_tran%C3%A7ado
,Protocolo,http://pt.dbpedia.org/resource/Protocolo_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,Repetidores,http://pt.dbpedia.org/resource/Repetidor
,Switch,http://pt.dbpedia.org/resource/Switch_(redes)
,Roteador,http://pt.dbpedia.org/resource/Roteador
,,
Video_088,,
,Rede de computadores,http://pt.dbpedia.org/resource/Rede_de_computadores
,Camada física,http://pt.dbpedia.org/resource/Camada_f%C3%ADsica
,Camada de enlace,http://pt.dbpedia.org/resource/Camada_de_enlace_de_dados
,Half Duplex,http://pt.dbpedia.org/resource/Duplex
,Full duplex,http://pt.dbpedia.org/resource/Duplex
,Broadcast,http://pt.dbpedia.org/resource/Broadcasting_(rede_de_computadores)
,Nó,http://pt.dbpedia.org/resource/N%C3%B3_(redes_de_comunica%C3%A7%C3%A3o)
,TCP,http://pt.dbpedia.org/resource/Transmission_Control_Protocol
,Camada de transporte,http://pt.dbpedia.org/resource/Camada_de_transporte
,Switch,http://pt.dbpedia.org/resource/Switch_(redes)
,Hub,http://pt.dbpedia.org/resource/Concentrador
,Roteadores,http://pt.dbpedia.org/resource/Roteador
,Pacote,http://pt.dbpedia.org/resource/Pacote
,,
Video_089,,
,OrganizaçaÞo de computadores,http://pt.dbpedia.org/resource/Microarquitetura
,Computador,http://pt.dbpedia.org/resource/Computador
,Hardware,http://pt.dbpedia.org/resource/Hardware
,Software,http://pt.dbpedia.org/resource/Software
,Firmware,http://pt.dbpedia.org/resource/Firmware
,Processador,http://pt.dbpedia.org/resource/Microprocessador
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Sistema de numeraçaÞo,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o
,Sistemas digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Base decimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_decimal
,Binário,http://pt.dbpedia.org/resource/Sistema_bin%C3%A1rio
,Hexadecimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_hexadecimal
,Byte,http://pt.dbpedia.org/resource/Byte
,Bit,http://pt.dbpedia.org/resource/Bit
,,
Video_090,,
,EliminaçaÞo de Gauss,http://pt.dbpedia.org/resource/Elimina%C3%A7%C3%A3o_de_Gauss
,Sistemas de equaçoÞes lineares,http://pt.dbpedia.org/resource/Sistema_de_equa%C3%A7%C3%B5es_lineares
,Coeficiente,http://pt.dbpedia.org/resource/Coeficiente
,Variável,http://pt.dbpedia.org/resource/Vari%C3%A1vel
,Matriz,http://pt.dbpedia.org/resource/Matriz_(matem%C3%A1tica)
,Loop,http://pt.dbpedia.org/resource/Loop_(programa%C3%A7%C3%A3o)
,Variável,http://pt.dbpedia.org/resource/Vari%C3%A1vel_(programa%C3%A7%C3%A3o)
,Matriz triangular,http://pt.dbpedia.org/resource/Matriz_triangular
,,
Video_091,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Circuitos lógicos,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Multiplexadores,http://pt.dbpedia.org/resource/Multiplexador
,Barramento,http://pt.dbpedia.org/resource/Barramento
,Demultiplexadores,http://pt.dbpedia.org/resource/Demultiplexador
,Bits,http://pt.dbpedia.org/resource/Bit
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,Binário,http://pt.dbpedia.org/resource/C%C3%B3digo_de_m%C3%A1quina
,Mapa de Karnaugh,http://pt.dbpedia.org/resource/Mapa_de_Karnaugh
,Código,http://pt.dbpedia.org/resource/C%C3%B3digo-fonte
,Processador,http://pt.dbpedia.org/resource/Microprocessador
,Tristate,http://pt.dbpedia.org/resource/Tristate
,Clock,http://pt.dbpedia.org/resource/Clock
,,
Video_092,,
,ProposiçaÞo,http://pt.dbpedia.org/resource/Proposi%C3%A7%C3%A3o
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,Lógica,http://pt.dbpedia.org/resource/L%C3%B3gica
,ProgramaçaÞo,http://pt.dbpedia.org/resource/Programa%C3%A7%C3%A3o_de_computadores
,Premissa,http://pt.dbpedia.org/resource/Premissa
,Valor lógico,http://pt.dbpedia.org/resource/Tabela_verdade
,,
Video_093,,
,Método dedutivo,http://pt.dbpedia.org/resource/M%C3%A9todo_dedutivo
,Regras de inferência,http://pt.dbpedia.org/resource/Regra_de_infer%C3%AAncia
,Lógica matemática,http://pt.dbpedia.org/resource/L%C3%B3gica_matem%C3%A1tica
,Premissas,http://pt.dbpedia.org/resource/Premissa
,Forma normal conjuntiva,http://pt.dbpedia.org/resource/Forma_normal_conjuntiva
,ConjunçaÞo,http://pt.dbpedia.org/resource/Conjun%C3%A7%C3%A3o_l%C3%B3gica
,DisjunçaÞo,http://pt.dbpedia.org/resource/Disjun%C3%A7%C3%A3o_l%C3%B3gica
,,
Video_094,,
,Modelo de entidade relacionamento,http://pt.dbpedia.org/resource/Modelo_entidade_relacionamento
,Erwin,http://pt.dbpedia.org/resource/CA_ERwin_Data_Modeler
,DIA,http://pt.dbpedia.org/resource/Dia_(GNOME)
,Visio,http://pt.dbpedia.org/resource/Microsoft_Visio
,Banco de Dados,http://pt.dbpedia.org/resource/Banco_de_dados
,Ferramentas CASE,http://pt.dbpedia.org/resource/Ferramenta_CASE
,,
Video_095,,
,CitaçoÞes,http://pt.dbpedia.org/resource/Cita%C3%A7%C3%A3o
,ABNT,http://pt.dbpedia.org/resource/Associa%C3%A7%C3%A3o_Brasileira_de_Normas_T%C3%A9cnicas
,,
Video_096,,
,Modelo matemático,http://pt.dbpedia.org/resource/Modelo_(matem%C3%A1tica)
,Análise de sistemas,http://pt.dbpedia.org/resource/An%C3%A1lise_de_sistemas
,Informática,http://pt.dbpedia.org/resource/Inform%C3%A1tica
,Programador,http://pt.dbpedia.org/resource/Programador
,Analista de Sistemas,http://pt.dbpedia.org/resource/Analista_de_sistemas
,UML,http://pt.dbpedia.org/resource/UML
,Modelo Relacional,http://pt.dbpedia.org/resource/Modelo_relacional
,Modelagem,http://pt.dbpedia.org/resource/Modelagem_de_dados
,Orientação a Objetos,http://pt.dbpedia.org/resource/Orienta%C3%A7%C3%A3o_a_objetos
,,
Video_097,,
,Moodle,http://pt.dbpedia.org/resource/Moodle
,Perfil,http://pt.dbpedia.org/resource/Perfil_(comunidade)
,Ambiente virtual de aprendizagem,http://pt.dbpedia.org/resource/Ambiente_virtual_de_aprendizagem
,,
Video_098,,
,Videoaula,http://pt.dbpedia.org/resource/Videoaula
,RNP,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,Slides,http://pt.dbpedia.org/resource/Diapositivo
,Treinamento,http://pt.dbpedia.org/resource/Treinamento
,Gravações,http://pt.dbpedia.org/resource/Grava%C3%A7%C3%A3o
,,
Video_099,,
,Modelagem,http://pt.dbpedia.org/resource/Modelagem
,,
Video_100,,
,Cookies,http://pt.dbpedia.org/resource/Cookie_HTTP
,JavaScript,http://pt.dbpedia.org/resource/JavaScript
,String,http://pt.dbpedia.org/resource/Cadeia_de_caracteres
,Palavras reservadas,http://pt.dbpedia.org/resource/Palavra_reservada
,HTTPS,http://pt.dbpedia.org/resource/Hyper_Text_Transfer_Protocol_Secure
,Variável,http://pt.dbpedia.org/resource/Vari%C3%A1vel_(programa%C3%A7%C3%A3o)
,Atributos,http://pt.dbpedia.org/resource/Atributo_(programa%C3%A7%C3%A3o)
,,
Video_101,,
,Compostos orgânico,http://pt.dbpedia.org/resource/Composto_orgânico
,Ligações químicas,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_qu%C3%ADmica
,Ligações iônicas,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_i%C3%B4nica
,Ligações covalentes,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_covalente
,Elementos,http://pt.dbpedia.org/resource/Elementos_qu%C3%ADmicos
,Elétrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Camada de valência,http://pt.dbpedia.org/resource/Camada_de_val%C3%AAncia
,Compostos iônicos,http://pt.dbpedia.org/resource/Composto_i%C3%B4nico
,Regra do octeto,http://pt.dbpedia.org/resource/Regra_do_octeto
,Carbono,http://pt.dbpedia.org/resource/Carbono
,Átomos,http://pt.dbpedia.org/resource/%C3%81tomo
,Metais,http://pt.dbpedia.org/resource/Metal
,Eletronegativade,http://pt.dbpedia.org/resource/Eletronegatividade
,Ligações sigma,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_sigma
,Organometalicos,http://pt.dbpedia.org/resource/Qu%C3%ADmica_organomet%C3%A1lica
,,
Video_102,,
,Rede Nacional de Ensino e Pesquisa,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,Videoaulas,http://pt.dbpedia.org/resource/Videoaula
,,
Video_103,,
,Rede Nacional de Ensino e Pesquisa,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,Videoaula,http://pt.dbpedia.org/resource/Videoaula
,Servidor web,http://pt.dbpedia.org/resource/Servidor_web
,Navegador,http://pt.dbpedia.org/resource/Navegador
,Clusters,http://pt.dbpedia.org/resource/Cluster
,,
Video_104,,
,Workshop,http://pt.dbpedia.org/resource/Workshop
,Palestra,http://pt.dbpedia.org/resource/Palestra
,Universidade,http://pt.dbpedia.org/resource/Universidade
,Coppe,http://pt.dbpedia.org/resource/Instituto_Alberto_Luiz_Coimbra_de_P%C3%B3s-Gradua%C3%A7%C3%A3o_e_Pesquisa_em_Engenharia
,,
Video_105,,
,Modelo de entidade relacionamento,http://pt.dbpedia.org/resource/Modelo_entidade_relacionamento
,Herança,http://pt.dbpedia.org/resource/Heran%C3%A7a_(programa%C3%A7%C3%A3o)
,Atributos,http://pt.dbpedia.org/resource/Atributo_(programa%C3%A7%C3%A3o)
,Entidades,http://pt.dbpedia.org/resource/Entidade
,,
Video_106,,
,Modelo entidade relacionamento,http://pt.dbpedia.org/resource/Modelo_entidade_relacionamento
,Entidades,http://pt.dbpedia.org/resource/Entidade_(inform%C3%A1tica)
,Diagrama,http://pt.dbpedia.org/resource/Diagrama
,,
Video_107,,
,Rede Nacional de Ensino e Pesquisa,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,Videoaula,http://pt.dbpedia.org/resource/Videoaula
,Slides,http://pt.dbpedia.org/resource/Diapositivo
,Arquivo,http://pt.dbpedia.org/resource/Arquivo_de_computador
,,
Video_108,,
,Rede Nacional de Ensino e Pesquisa,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,Servidores,http://pt.dbpedia.org/resource/Servidor
,RADIUS,http://pt.dbpedia.org/resource/RADIUS
,I 3 e 802.11i,http://pt.dbpedia.org/resource/IEEE_802.11i
,I 3 e 802.1x,http://pt.dbpedia.org/resource/IEEE_802.1x
,Protocolo,http://pt.dbpedia.org/resource/Protocolo_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,,
Video_109,,
,Disciplina,http://pt.dbpedia.org/resource/Disciplina
,Aula,http://pt.dbpedia.org/resource/Aula
,Arquivo,http://pt.dbpedia.org/resource/Arquivo_de_computador
,,
Video_110,,
,Composto organometálico,http://pt.dbpedia.org/resource/Composto_organomet%C3%A1lico
,Nomenclatura,http://pt.dbpedia.org/resource/Nomenclatura_IUPAC
,Metal,http://pt.dbpedia.org/resource/Metal
,Número de Oxidação,http://pt.dbpedia.org/resource/Estado_de_oxida%C3%A7%C3%A3o
,Compostos orgânicos,http://pt.dbpedia.org/resource/Composto_orgânico
,,
Video_111,,
,Videoaula,http://pt.dbpedia.org/resource/Videoaula
,Rede,http://pt.dbpedia.org/resource/Rede_de_computadores
,Rede Nacional de Ensino e Pesquisa,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,,
Video_112,,
,Servidores,http://pt.dbpedia.org/resource/Servidor
,Usuário,http://pt.dbpedia.org/resource/Usu%C3%A1rio
,Rede,http://pt.dbpedia.org/resource/Rede_de_computadores
,Rede Nacional de Ensino e Pesquisa,http://pt.dbpedia.org/resource/Rede_Nacional_de_Ensino_e_Pesquisa
,,
Video_113,,
,Relato,http://pt.dbpedia.org/resource/Modo_narrativo
,Narrador,http://pt.dbpedia.org/resource/Narrador
,,
Video_114,,
,Sistema Solar,http://pt.dbpedia.org/resource/Sistema_Solar
,Marte,http://pt.dbpedia.org/resource/Marte_(planeta)
,Júpiter,http://pt.dbpedia.org/resource/J%C3%BApiter_(planeta)
,Ceres,http://pt.dbpedia.org/resource/Ceres_(planeta_an%C3%A3o)
,Saturno,http://pt.dbpedia.org/resource/Saturno_(planeta)
,Urano,http://pt.dbpedia.org/resource/Urano_(planeta)
,Netuno,http://pt.dbpedia.org/resource/Netuno_(planeta)
,Plutão,http://pt.dbpedia.org/resource/Plut%C3%A3o
,Planeta,http://pt.dbpedia.org/resource/Planeta
,,
Video_115,,
,Camada de rede,http://pt.dbpedia.org/resource/Camada_de_rede
,Sistema,http://pt.dbpedia.org/resource/Sistema
,Modelo OSI,http://pt.dbpedia.org/resource/Modelo_OSI
,Protocolos,http://pt.dbpedia.org/resource/Protocolo_de_Internet
,Camada de apresentação,http://pt.dbpedia.org/resource/Camada_de_apresenta%C3%A7%C3%A3o
,TCPIP,http://pt.dbpedia.org/resource/TCP/IP
,,
Video_116,,
,Sistema de informação,http://pt.dbpedia.org/resource/Sistema_de_informa%C3%A7%C3%A3o
,Sistema de informação gerenciais,http://pt.dbpedia.org/resource/Sistema_de_informa%C3%A7%C3%A3o_de_gest%C3%A3o
,Sistema de apoio à decisão,http://pt.dbpedia.org/resource/Sistema_de_suporte_%C3%A0_decis%C3%A3o
,,
Video_117,,
,Motivação,http://pt.dbpedia.org/resource/Motiva%C3%A7%C3%A3o
,Psicologia,http://pt.dbpedia.org/resource/Psicologia
,Trabalhador,http://pt.dbpedia.org/resource/Trabalhador
,Líder,http://pt.dbpedia.org/resource/Lideran%C3%A7a
,,
Video_118,,
,Ácido,http://pt.dbpedia.org/resource/%C3%81cido
,Base,http://pt.dbpedia.org/resource/Base_(qu%C3%ADmica)
,Química analítica,http://pt.dbpedia.org/resource/Qu%C3%ADmica_anal%C3%ADtica
,Concentração,http://pt.dbpedia.org/resource/Concentra%C3%A7%C3%A3o
,Íons,http://pt.dbpedia.org/resource/%C3%8Don
,PH,http://pt.dbpedia.org/resource/PH
,Constante de dissociação,http://pt.dbpedia.org/resource/Constante_de_dissocia%C3%A7%C3%A3o
,,
Video_119,,
,Química Analítica,http://pt.dbpedia.org/resource/Qu%C3%ADmica_anal%C3%ADtica
,Solução,http://pt.dbpedia.org/resource/Solu%C3%A7%C3%A3o
,Água,http://pt.dbpedia.org/resource/%C3%81gua
,Solvente,http://pt.dbpedia.org/resource/Solvente
,Eletrólitos,http://pt.dbpedia.org/resource/Eletr%C3%B3lito
,Química,http://pt.dbpedia.org/resource/Química
,,
Video_120,,
,Química Orgânica,http://pt.dbpedia.org/resource/Qu%C3%ADmica_org%C3%A2nica
,Álcoois,http://pt.dbpedia.org/resource/%C3%81lcool
,Compostos aromáticos,http://pt.dbpedia.org/resource/Aromaticidade
,Aldeídos,http://pt.dbpedia.org/resource/Alde%C3%ADdo
,Cetonas,http://pt.dbpedia.org/resource/Cetona
,,
Video_121,,
,Iluminação,http://pt.dbpedia.org/resource/Ilumina%C3%A7%C3%A3o_c%C3%A9nica
,Ruídos,http://pt.dbpedia.org/resource/Ru%C3%ADdo
,Áudio,http://pt.dbpedia.org/resource/Som
,Videoaula,http://pt.dbpedia.org/resource/Videoaula
,Microfone,http://pt.dbpedia.org/resource/Microfone
,Resolução,http://pt.dbpedia.org/resource/Resolu%C3%A7%C3%A3o_de_imagem
,,
Video_122,,
,Disco rígido,http://pt.dbpedia.org/resource/Disco_r%C3%ADgido
,SATA,http://pt.dbpedia.org/resource/Serial_ATA
,Memória Flash,http://pt.dbpedia.org/resource/Mem%C3%B3ria_flash
,,
Video_123,,
,Avaliação,http://pt.dbpedia.org/resource/Prova_(educa%C3%A7%C3%A3o)
,Educação a distância,http://pt.dbpedia.org/resource/Educa%C3%A7%C3%A3o_a_dist%C3%A2ncia
,Professor,http://pt.dbpedia.org/resource/Professor
,Tutor,http://pt.dbpedia.org/resource/Tutoria
,Aluno,http://pt.dbpedia.org/resource/Aluno
,,
Video_124,,
,Mídia,http://pt.dbpedia.org/resource/M%C3%ADdia
,Educação a distância ,http://pt.dbpedia.org/resource/Educa%C3%A7%C3%A3o_a_dist%C3%A2ncia
,Aluno,http://pt.dbpedia.org/resource/Aluno
,Áudio,http://pt.dbpedia.org/resource/%C3%81udio
,Vídeoaula,http://pt.dbpedia.org/resource/Videoaula
,,
Video_125,,
,Público,http://pt.dbpedia.org/resource/Setor_p%C3%BAblico
,Privado,http://pt.dbpedia.org/resource/Setor_privado
,Servidor público,http://pt.dbpedia.org/resource/Servidor_p%C3%BAblico
,Estado,http://pt.dbpedia.org/resource/Estado
,,
Video_126,,
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria
,Disco Rígido,http://pt.dbpedia.org/resource/Disco_r%C3%ADgido
,Computador,http://pt.dbpedia.org/resource/Computador
,Memória flash,http://pt.dbpedia.org/resource/Mem%C3%B3ria_flash
,Internet,http://pt.dbpedia.org/resource/Internet
,Google,http://pt.dbpedia.org/resource/Google
,SSD,http://pt.dbpedia.org/resource/SSD
,Memória de longa duraçaÞo,http://pt.dbpedia.org/resource/Memória_de_longa_duraçaÞo
,CartaÞo de memória,http://pt.dbpedia.org/resource/Cart%C3%A3o_de_mem%C3%B3ria
,,
Video_127,,
,Processos gerenciais,http://pt.dbpedia.org/resource/Processos_gerenciais
,Planejamento estratégico,http://pt.dbpedia.org/resource/Planejamento_estrat%C3%A9gico
,Reunião,http://pt.dbpedia.org/resource/Reuni%C3%A3o
,Autogestão,http://pt.dbpedia.org/resource/Autogest%C3%A3o
,,
Video_128,,
,Engenharia de software,http://pt.dbpedia.org/resource/Engenharia_de_software
,Software,http://pt.dbpedia.org/resource/Software
,Processos de software,http://pt.dbpedia.org/resource/Processo_de_desenvolvimento_de_software
,Teste de software,http://pt.dbpedia.org/resource/Teste_de_software
,Gerência de projetos,http://pt.dbpedia.org/resource/Ger%C3%AAncia_de_projetos
,,
Video_129,,
,Redes de computadores,http://pt.dbpedia.org/resource/Rede_de_computadores
,Internet,http://pt.dbpedia.org/resource/Internet
,Protocolo de comunicação,http://pt.dbpedia.org/resource/Protocolo_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,TCP/IP,http://pt.dbpedia.org/resource/TCP/IP
,HTTP,http://pt.dbpedia.org/resource/Hypertext_Transfer_Protocol
,Computador,http://pt.dbpedia.org/resource/Computador
,Servidor,http://pt.dbpedia.org/resource/Servidor
,Multimídia,http://pt.dbpedia.org/resource/Multim%C3%A9dia
,,
Video_130,,
,Força peso,http://pt.dbpedia.org/resource/Peso
,Massa,http://pt.dbpedia.org/resource/Massa
,Gravitação,http://pt.dbpedia.org/resource/Gravidade
,,
Video_131,,
,Gravitação,http://pt.dbpedia.org/resource/Gravidade
,Planetas,http://pt.dbpedia.org/resource/Planeta
,Lei de Kepler,http://pt.dbpedia.org/resource/Leis_de_Kepler
,Corpos celestes,http://pt.dbpedia.org/resource/Corpo_celeste
,Astrônomo,http://pt.dbpedia.org/resource/Astronomia
,,
Video_132,,
,Compostagem,http://pt.dbpedia.org/resource/Compostagem 
,Lixo,http://pt.dbpedia.org/resource/Res%C3%ADduo_s%C3%B3lido 
,Orgânico,http://pt.dbpedia.org/resource/Org%C3%A2nico 
,Composto Orgânico,http://pt.dbpedia.org/resource/Composto_org%C3%A2nico 
,Fertilizante,http://pt.dbpedia.org/resource/Fertilizante 
,Solo,http://pt.dbpedia.org/resource/Solo 
,AdubaçaÞo,http://pt.dbpedia.org/resource/Aduba%C3%A7%C3%A3o 
,,
Video_133,,
,Banco de dados,http://pt.dbpedia.org/resource/Banco_de_dados
,SGBD,http://pt.dbpedia.org/resource/Sistema_de_gerenciamento_de_banco_de_dados
,e-Sience,http://pt.dbpedia.org/resource/E-Science
,Malária,http://pt.dbpedia.org/resource/Mal%C3%A1ria
,Doença,http://pt.dbpedia.org/resource/Doen%C3%A7a
,Drogas,http://pt.dbpedia.org/resource/Droga
,Fármacos,http://pt.dbpedia.org/resource/F%C3%A1rmaco
,Dado,http://pt.dbpedia.org/resource/Dados
,Workflow,http://pt.dbpedia.org/resource/Fluxo_de_trabalho
,Cientista,http://pt.dbpedia.org/resource/Cientista
,Pipeline,http://pt.dbpedia.org/resource/Pipeline_(hardware)
,Nuvem,http://pt.dbpedia.org/resource/Computa%C3%A7%C3%A3o_em_nuvem
,Biologia,http://pt.dbpedia.org/resource/Biologia
,Máquina virtual,http://pt.dbpedia.org/resource/M%C3%A1quina_virtual
,SQL,http://pt.dbpedia.org/resource/SQL
,,
Video_134,,
,Redes,http://pt.dbpedia.org/resource/Rede_de_computadores
,Laboratório,http://pt.dbpedia.org/resource/Laborat%C3%B3rio
,Rede Mesh,http://pt.dbpedia.org/resource/Redes_Mesh
,Gateway,http://pt.dbpedia.org/resource/Gateway
,Internet,http://pt.dbpedia.org/resource/Internet
,,
Video_135,,
,Benchmarking ,http://pt.dbpedia.org/resource/Benchmarking
,AdministraçaÞo ,http://pt.dbpedia.org/resource/AdministraçaÞo
,RevoluçaÞo Industrial ,http://pt.dbpedia.org/resource/Revolu%C3%A7%C3%A3o_Industrial
,GestaÞo ,http://pt.dbpedia.org/resource/AdministraçaÞo
,Sociedade Anonima ,http://pt.dbpedia.org/resource/S.A._%28corporation%29
,Sociedade Limitada ,http://pt.dbpedia.org/resource/Sociedade_de_responsabilidade_limitada
,,
Video_136,,
,AdministraçaÞo cientifica ,http://pt.dbpedia.org/resource/Taylorismo
,RevoluçaÞo Industrial ,http://pt.dbpedia.org/resource/Revolu%C3%A7%C3%A3o_Industrial
,Segunda RevoluçaÞo Industrial ,http://pt.dbpedia.org/page/Segunda_Revolu%C3%A7%C3%A3o_Industrial
,Taylorismo,http://pt.dbpedia.org/resource/Taylorismo
,Frederick Taylor ,http://pt.dbpedia.org/page/Frederick_Taylor
,,
Video_137,,
,OrganizaçaÞo Racional do Trabalho,http://pt.dbpedia.org/resource/Taylorismo
,Teoria clássica da administraçaÞo,http://pt.dbpedia.org/resource/Teoria_clássica_da_administraçaÞo
,Henri Fayol ,http://pt.dbpedia.org/resource/Jules_Henri_Fayol
,Teoria da Burocracia na AdminsitraçaÞo ,http://pt.dbpedia.org/resource/Teoria_da_burocracia_na_administraçaÞo
,Escola Comportamental ,http://pt.dbpedia.org/resource/Teoria_comportamental_da_administraçaÞo
,Peter Drucker ,http://pt.dbpedia.org/resource/Peter_Drucker
,,
Video_138,,
,Matemática Financeira ,http://pt.dbpedia.org/resource/Matemática_financeira
,InflaçaÞo ,http://pt.dbpedia.org/resource/InflaçaÞo
,Dinheiro ,http://pt.dbpedia.org/resource/Dinheiro
,Juros ,http://pt.dbpedia.org/resource/Juro
,RazaÞo ,http://pt.dbpedia.org/resource/RazaÞo_(matemática)
,,
Video_139,,
,PotenciaçaÞo,http://pt.dbpedia.org/resource/Exponencia%C3%A7%C3%A3o
,Regra de Sinais,http://pt.dbpedia.org/resource/Sinal_%28matem%C3%A1tica%29
,Número triangular ,http://pt.dbpedia.org/resource/Número_triangular
,Porcentagem ,http://pt.dbpedia.org/resource/Porcentagem
,,
Video_140,,
,GestaÞo ,http://pt.dbpedia.org/resource/AdministraçaÞo
,Sinergia ,http://pt.dbpedia.org/resource/Sinergia
,Desenvolvimento pessoal ,http://pt.dbpedia.org/resource/Desenvolvimento_pessoal
,AutogestaÞo ,http://pt.dbpedia.org/resource/AutogestaÞo
,Relacionamentos interpessoais ,http://pt.dbpedia.org/resource/Relacionamentos_interpessoais
,Pirâmide de Maslow ,http://pt.dbpedia.org/resource/Hierarquia_de_necessidades_de_Maslow
,,
Video_141,,
,NegociaçaÞo ,http://pt.dbpedia.org/resource/NegociaçaÞo
,,
Video_142,,
,NegociaçaÞo ,http://pt.dbpedia.org/resource/NegociaçaÞo
,,
Video_143,,
,Competitividade ,http://pt.dbpedia.org/resource/Competitividade
,Qualidade,http://pt.dbpedia.org/resource/Qualidade
,ISO 9000,http://pt.dbpedia.org/resource/ISO_9000
,Controle estatístico de processos,http://pt.dbpedia.org/resource/Controle_estat%C3%ADstico_de_processos
,GestaÞo da qualidade total,http://pt.dbpedia.org/resource/GestaÞo_da_qualidade_total
,Sete ferramentas da qualidade,http://pt.dbpedia.org/resource/Sete_ferramentas_da_qualidade
,Fluxograma,http://pt.dbpedia.org/resource/Fluxograma
,Diagrama de Pareto,http://pt.dbpedia.org/resource/Diagrama_de_Pareto
,Histograma ,http://pt.dbpedia.org/resource/Histograma
,Diagrama de Causa e Efeito,http://pt.dbpedia.org/resource/Diagrama_de_Causa_e_Efeito
,Gráfico de dispersaÞo ,http://pt.dbpedia.org/resource/Gráfico_de_dispersaÞo
,Carta de controle,http://pt.dbpedia.org/resource/Carta_de_controle
,ISO,http://pt.dbpedia.org/resource/OrganizaçaÞo_Internacional_de_NormalizaçaÞo
,,
Video_144,,
,Ciclo PDCA,http://pt.dbpedia.org/resource/Ciclo_PDCA
,ISO,http://pt.dbpedia.org/resource/OrganizaçaÞo_Internacional_de_NormalizaçaÞo
,Fluxograma,http://pt.dbpedia.org/resource/Fluxograma
,,
Video_145,,
,Empreendedorismo,http://pt.dbpedia.org/resource/Empreendedorismo
,GlobalizaçaÞo,http://pt.dbpedia.org/resource/GlobalizaçaÞo
,Networking,http://pt.dbpedia.org/resource/Networking
,PrivatizaçaÞo no Brasil,http://pt.dbpedia.org/resource/PrivatizaçaÞo_no_Brasil
